ID,Title,Genres,movieId,tmdbId,Overview,Keyword,Network
3783,Croupier (1998),Crime|Drama,3783.0,12706.0,"Jack Manfred is an aspiring writer who to make ends meet, takes a job as a croupier. Jack remains an observer, knowing that everything in life is a gamble and that gamblers are born to lose. Inevitably, he gets sucked into the world of the casino which takes its toll on his relationships and the novel he is writing.","london, england, casino, gambling, roulette, writer's block, intrigue, novelist, croupier, neo-noir, crime",Film4 Productions
3784,"Kid, The (2000)",Comedy,3784.0,4244.0,"Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly – with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.","age difference, midlife crisis, suppressed past, changing the past or future",Walt Disney Pictures
3785,Scary Movie (2000),Comedy|Horror,3785.0,4247.0,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!","high school, psychopath, garage, satire, parody, crude humor, spoof, horror spoof, drugs, aftercreditsstinger, horror parody, enthusiastic",Brad Grey Pictures
3786,But I'm a Cheerleader (1999),Comedy,3786.0,20770.0,"Megan is an all-American girl. A cheerleader. She has a boyfriend. But Megan doesn't like kissing her boyfriend very much. And she's pretty touchy with her cheerleader friends. Her conservative parents worry that she must be a lesbian and send her off to ""sexual redirection"" school, where she must, with other lesbians and gays learn how to be straight.","coming out, cheerleader, male homosexuality, lgbt, lgbt teen, woman director, shame, ironic, conversion therapy, lesbian, sapphic, joyful",Ignite Entertainment
3787,Shower (Xizhao) (1999),Comedy,3787.0,1050.0,"An aged father and his younger, mentally challenged son have been working hard every day to keep the bathhouse running for a motley group of regular customers. When his elder son, who left years ago to seek his fortune in the southern city of Shenzhen, abruptly returns one day, it once again puts under stress the long-broken father-son ties. Presented as a light-hearted comedy, Shower explores the value of family, friendship, and tradition.","mentally disabled, husband wife relationship, businessman, wife, bath house, marriage crisis, tradition, shower, modernity, modern society, beijing, china, opera singer","Imar Film Co., Ltd."
3788,Blowup (1966),Drama|Mystery,3788.0,1052.0,"A successful mod photographer in London whose world is bounded by fashion, pop music, marijuana, and easy sex, feels his life is boring and despairing. But in the course of a single day he unknowingly captures a death on film.","london, england, loss of sense of reality, photographer, burglar, photography, suspicion of murder, surreal, municipal park, pantomime, photographic evidence, murder, counter-culture, corpse, drugs, photo shoot, avant-garde, modeling, swinging london, fotógrafo",Bridge Films
3789,"Pawnbroker, The (1965)",Drama,3789.0,20540.0,"A Jewish pawnbroker, a victim of Nazi persecution, loses all faith in his fellow man until he realizes too late the tragedy of his actions.","based on novel or book, holocaust (shoah), jew persecution, pawnbroker",The Pawnbroker Co.
3791,Footloose (1984),Drama,3791.0,1788.0,"When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock after discovering he's living in a place where music and dancing are illegal.","dancing, dance, dancer, dance teacher, father daughter relationship, amused",Paramount Pictures
3792,Duel in the Sun (1946),Western,3792.0,32275.0,"Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad.","rape, sexual obsession, death of father, woman between two men, brother against brother, skinny dipping, family, overbearing father, opposites, biracial, ward, cattle baron, half breed, mixed race child, father son conflict, land dispute, brothers, american indian, adopted girl, railroad construction, good and evil, sexy woman, orphan teenage girl",The Selznick Studio
3793,X-Men (2000),Action|Sci-Fi,3793.0,36657.0,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.","superhero, mutant, based on comic, superhuman",The Donners' Company
3794,Chuck & Buck (2000),Comedy|Drama,3794.0,44490.0,"Chuck and Buck are childhood best friends whose lives have taken very different paths. While Chuck moved away and now has a real life, Buck stayed behind and developed a dangerous fixation—on Chuck's life.","friendship, obsession, growing up, unrequited love, stalking, male homosexuality, playwright, los angeles, california, death of mother, lgbt, childhood friends, immaturity, mentally handicapped man, shocking, nervous, arrested development, gay theme, introspective, homosexual, theatre, provocative, play, lollipop, earnest, embarrassed, powerful, subjective",Blow Up Pictures
3797,"In Crowd, The (2000)",Thriller,3797.0,36047.0,"A mentally disturbed young woman takes a job at a posh country club and falls in with a clique of wealthy college kids where she's taken under the wing of the clique's twisted leader, who harbors some dark secrets too terrifying to tell.",woman director,Morgan Creek Entertainment
3798,What Lies Beneath (2000),Thriller,3798.0,2655.0,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.","lake, therapist, haunted house, haunting, suspicion, ouija board, car accident, new neighbor, vermont, missing child, ghost, séance, mysterious, shocking, angry, secret, absurd, admiring, ambiguous, appreciative, approving, audacious, baffled, sympathetic, vibrant",DreamWorks Pictures
3799,Pokémon the Movie 2000 (2000),Animation|Children's,3799.0,12599.0,"When Lawrence III's scheme to capture the Legendary Pokémon Lugia upsets the balance of nature, it is up to Ash Ketchum and his friends to save the world.","prophecy, ocean, legend, villain, chosen one, collector, based on video game, tropical island, anime, adventure",Nintendo
3801,Anatomy of a Murder (1959),Drama|Mystery,3801.0,93.0,"Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret.","adultery, jealousy, rape, based on novel or book, court case, michigan, judge, hays code, jazz, jurors, trial, lawyer, black and white, courtroom, murder trial, courtroom drama",Columbia Pictures
3802,Freejack (1992),Action|Sci-Fi,3802.0,9278.0,"Time-traveling bounty hunters find a doomed race-car driver in the past and bring him to 2009 New York, where his mind will be replaced with that of a terminally ill billionaire.","future, bounty hunter, based on novel or book, chase, immortality, dystopia, post-apocalyptic future, time travel, evil corporation",Morgan Creek Entertainment
3806,MacKenna's Gold (1969),Western,3806.0,18118.0,"A bandit kidnaps a Marshal who has seen a map showing a gold vein on Indian lands, but other groups are looking for it too, while the Apache try to keep the secret location undisturbed.","gold, marshal, super panavision 70",Highroad Productions
3807,Sinbad and the Eye of the Tiger (1977),Action|Adventure,3807.0,11940.0,"Princess Farah refuses to marry Sinbad until Prince Kassim, her brother, is able to give his consent. However, the Prince's wicked stepmother, Queen Zenobia, has changed Kassim into a baboon in order to have her own son crowned as caliph. Sinbad, his crew, the Princess and the transformed Prince travel to a distant land, fighting every obstacle Zenobia places in their path, to seek the advice of a legendary wise man who can possibly tell how to end the spell.","monster, stepmother, walrus, arctic polar circle region, sinbad / sindbad, stop motion, minotaur, seagull, potion, wasp, baboon, sailor, saber-toothed tiger, ghoul, arabian nights, troglodyte, sword and sorcery, 8th century",Andor Films
3808,Two Women (La Ciociara) (1961),Drama|War,3808.0,24167.0,A young widow flees from Rome during WWII and takes her lonely twelve-year-old-daughter to her rural hometown but the horrors of war soon catch up with them.,"rape, rome, italy, parent child relationship, italy, widow, refugee, peasant, world war ii, wartime, single mother, shopkeeper, remote village, young scholar, bombed church, moroccans, return to birthplace",Société Générale de Cinématographie (S.G.C.)
3809,What About Bob? (1991),Comedy,3809.0,10276.0,"Before going on vacation, self-involved psychiatrist Dr. Leo Marvin has the misfortune of taking on a new patient: Bob Wiley. An exemplar of neediness and a compendium of phobias, Bob follows Marvin to his family's country house. Dr. Marvin tries to get him to leave; the trouble is, everyone loves Bob. As his oblivious patient makes himself at home, Dr. Marvin loses his professional composure and, before long, may be ready for the loony bin himself.","idiot, neurosis, new hampshire, psychiatrist, family holiday",Touchstone Pictures
3810,White Sands (1992),Drama|Thriller,3810.0,19380.0,"A small southwestern town sheriff finds a body in the desert with a suitcase and $500,000. He impersonates the man and stumbles into an FBI investigation.","sheriff, fbi, new mexico, desert, suitcase full of money, neo-noir",Morgan Creek Entertainment
3811,Breaker Morant (1980),Drama|War,3811.0,13783.0,"During the Boer War, three Australian lieutenants are on trial for shooting Boer prisoners. Though they acted under orders, they are being used as scapegoats by the General Staff, who hopes to distance themselves from the irregular practices of the war. The trial does not progress as smoothly as expected by the General Staff, as the defence puts up a strong fight in the courtroom.","war crimes, writing, mythology, south africa, military court, military service, based on true story, based on play or musical, trial, court martial, boer war, 1900s",South Australian Film Corporation
3812,Everything You Always Wanted to Know About Sex (1972),Comedy,3812.0,11624.0,"A collection of seven vignettes, which each address a question concerning human sexuality. From aphrodisiacs to sexual perversion to the mystery of the male orgasm, characters like a court jester, a doctor, a queen and a journalist adventure through lab experiments and game shows, all seeking answers to common questions that many would never ask.","sperm, sheep, transsexuality, orgasm, perversity, castle, sodomy, anthology, sexology, male homosexuality, king, bestiality, sex comedy, aphrodisiac, jester, anarchic comedy",United Artists
3813,Interiors (1978),Drama,3813.0,15867.0,"When Eve, an interior designer, is deserted by her husband of many years, Arthur, the emotionally glacial relationships of the three grown-up daughters are laid bare. Twisted by jealousy, insecurity and resentment, Renata, a successful writer; Joey, a woman crippled by indecision; and Flyn, a budding actress; struggle to communicate for the sake of their shattered mother. But when their father unexpectedly falls for another woman, his decision to remarry sets in motion a terrible twist of fate…","depression, beach, funeral, suicide attempt, ocean, poet, white rose, family relationships, divorce, nervous breakdown, beach house, interior decorator, mother daughter relationship, sister sister relationship",United Artists
3814,Love and Death (1975),Comedy,3814.0,11686.0,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.","napoleon bonaparte, duel, execution, napoleonic wars, wheat, 19th century, anarchic comedy",United Artists
3816,"Official Story, The (La Historia Oficial) (1985)",Drama,3816.0,29263.0,"Buenos Aires, Argentina, 1983. In the last and turbulent days of the military dictatorship, Alicia, a high school history teacher, begins to ask uncomfortable questions about the dark origins of Gaby, her adopted daughter.","husband wife relationship, buenos aires, argentina, family secrets, high school teacher, military dictatorship, history teacher, argentinean history, 1980s, state crimes, adopted daughter, mother daughter relationship, cine argentino",Progress Communications
3819,Tampopo (1986),Comedy,3819.0,11830.0,"In this humorous paean to the joys of food, a pair of truck drivers happen onto a decrepit roadside shop selling ramen noodles. The widowed owner, Tampopo, begs them to help her turn her establishment into a paragon of the ""art of noodle-soup making"". Interspersed are satirical vignettes about the importance of food to different aspects of human life.","widow, restaurant, business woman, restaurant owner, bullying, sensei, food, truck driver, erotic vignettes, hoodlum, foodie, stealing recipes, eastern philosophy, ramen, food culture, small town cook, gastronomia, joyous, helping people, whimsical, ridiculous, japanese restaurant, ramen noodles",New Century Producers
3821,Nutty Professor II: The Klumps (2000),Comedy,3821.0,12107.0,"The hilarity begins when professor Sherman Klump finds romance with fellow DNA specialist, Denise Gaines, and discovers a brilliant formula that reverses aging. But Sherman's thin and obnoxious alter ego, Buddy Love, wants out...and a big piece of the action. And when Buddy gets loose, things get seriously nutty.","mad scientist, alter ego, family, dean, duringcreditsstinger, research laboratory",Universal Pictures
3822,"Girl on the Bridge, The (La Fille sur le Pont) (1999)",Drama|Romance,3822.0,10401.0,"It's night on a Paris bridge. A girl leans over Seine River with tears in her eyes and a violent yearning to drown her sorrows. Out of nowhere someone takes an interest in her. He is Gabor, a knife thrower who needs a human target for his show. The girl, Adele, has never been lucky and nowhere else to go. So she follows him. They travel along the northern bank of the Mediterranean to perform.","suicide, france, paris, france, gambling, circus, bridge, knife, seine, knife thrower, unconventional love",UGCF
3823,Wonderland (1999),Drama,3823.0,32640.0,"There's little wonder in the working-class lives of Bill, Eileen, and their three grown daughters. They're lonely Londoners. Nadia, a cafe waitress, places personal ads, looking for love; Debbie, a single mom, entertains men at the hair salon after hours; her son spends part of the weekend with her ex, a man with a hair-trigger temper. Molly is expecting her first baby and its father acts as if the responsibility is too much for him.","london, england, sibling relationship, waitress, personal ad",Universal Pictures International
3824,Autumn in New York (2000),Drama|Romance,3824.0,10641.0,"Will Keane, a Manhattan restaurateur, is content with his playboy lifestyle until he meets Charlotte Fielding, a free-spirited young woman. Together the pair pursue a passionate affair that forces them both to reevaluate what they want out of life, even as fate threatens to steal away their future.","dying and death, new love, love of one's life, unexpected happiness, kiss, success, love, relationship, unhappiness, woman director, fear of dying, intimate, sentimental, romantic, familiar, melodramatic, tragic",Lakeshore Entertainment
3825,Coyote Ugly (2000),Drama,3825.0,6282.0,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl.",beautiful woman,Touchstone Pictures
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller,3826.0,9383.0,"Cocky researcher Sebastian Caine is working on a project to make living creatures invisible. Determined to achieve the ultimate breakthrough, Caine pushes his team to move to the next phase — using himself as the subject. The test is a success, but when the process can't be reversed and Caine seems doomed to future without flesh, he starts to turn increasingly dangerous.","experiment, killing, villain, slasher, scientist, survival horror, invisible person, voyeurism, invisibility",Columbia Pictures
3827,Space Cowboys (2000),Action|Sci-Fi,3827.0,5551.0,"Frank Corvin, ‘Hawk’ Hawkins, Jerry O'Neill and ‘Tank’ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious ‘Ikon’ communications satellite's orbit begins to degrade and threatens to crash to Earth.","nasa, space travel, space western, astronaut, elderly",Village Roadshow Pictures
3830,Psycho Beach Party (2000),Comedy|Horror|Thriller,3830.0,27723.0,Chicklet is a sixteen-year old tomboy who's desperate to be part of the in-crowd of Malibu beach surfers. She's the typical American girl - except for one little problem: her personality is split into more slices than a pepperoni pizza.,"dancing, surfer, beach, confession, detective, diner, satire, based on play or musical, malibu, friends, revenge, murder, spoof, summer, killer, psychotronic, drag",New Oz Productions
3831,Saving Grace (2000),Comedy,3831.0,2360.0,"Unexpectedly widowed, prim and proper housewife Grace Trevethyn finds herself in dire financial straits when she inherits massive debts her late husband had been accruing for years. Faced with losing her house, she decides to use her talent for horticulture and hatches a plan to grow potent marijuana which can be sold at an astronomical price, thus solving her financial crisis.","drug dealer, police, widow, greenhouse, cornwall, england, marijuana, drugs, hoodlum",Fine Line Features
3832,"Black Sabbath (Tre Volti Della Paura, I) (1963)",Horror,3832.0,28043.0,"Three tales of supernatural horror include a woman plagued by threatening phone calls, a family targeted by vampiric monsters, and a deceased medium who wreaks havoc upon the living.","nurse, vampire, telephone, stalker, anthology, murder, severed head, ghost, stabbed to death, horror anthology, supernatural horror",Emmepi Cinematografica
3833,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,3833.0,33468.0,"Dr. Bill Cortner and his fiancée, Jan Compton, are driving to his lab when they get into a horrible car accident. Compton is decapitated. But Cortner is not fazed by this seemingly insurmountable hurdle. His expertise is in transplants, and he is excited to perform the first head transplant. Keeping Compton's head alive in his lab, Cortner plans the groundbreaking yet unorthodox surgery. First, however, he needs a body.","experiment, transplantation, mutant, fiancé, surgeon, stripper, car crash, strip club, decapitation, laboratory, disembodied head, mad doctor, severed head, car accident, transplant, surgery",Rex Carlton Productions
3834,Bronco Billy (1980),Adventure|Drama|Romance,3834.0,21866.0,"An idealistic, modern-day cowboy struggles to keep his Wild West show afloat in the face of hard luck and waning interest.","love, cowboy, wild west show",Second Street Films
3835,"Crush, The (1993)",Thriller,3835.0,33408.0,A precocious and obsessive teenager develops a crush on a naive writer with harrowing consequences.,"lolita, journalist, obsession, sociopath, revenge, teenage girl, older man younger woman relationship, obsessive love, erotic thriller, jail bait",Morgan Creek Entertainment
3836,Kelly's Heroes (1970),Action|Comedy|War,3836.0,11589.0,A misfit group of World War II American soldiers goes AWOL to rob a bank behind German lines.,"gold, armor, world war ii, campaign, tank, us army, colonel, front, lieutenant, lighthearted, bold, metrocolor",Katzka-Loeb
3837,Phantasm II (1988),Horror,3837.0,15158.0,"Mike, after his release from a psychiatric hospital, teams up with his old pal Reggie to hunt down the Tall Man, who is at it again. A mysterious, beautiful girl has also become part of Mike's dreams, and they must find her before the Tall Man does.","portal, undertaker, evil, tall man, sentinals",Spacegate Productions
3838,Phantasm III: Lord of the Dead (1994),Horror,3838.0,16139.0,"The Tall Man, that imposing menace from Morningside Mortuary, is back and once again haunting the thoughts of the now-adult Mike and his friend, ex-Ice Cream vendor Reggie. The two continue their hunt for the mysterious figure and in his path of destruction encounter a variety of dangerous situations, friends and enemies.","zombie, mausoleum, tall man, mortuary",Starway International Inc.
3839,Phantasm IV: Oblivion (1998),Horror,3839.0,16146.0,"Taking off immediately where the last one ended, in this episode Mike travels across dimensions and time fleeing from the Tall Man, at the same time he tries to find the origins of his enemy, and what really happened the night that his brother died. Meanwhile, Reggie battles the spheres and the undead in a quest to find Mike before the Tall Man can complete his transformation.","cemetery, mausoleum, tall man, sentinals",Starway International Inc.
3840,Pumpkinhead (1988),Horror,3840.0,26515.0,"When a group of teenagers inadvertently kill his only son, Ed Harley seeks the powers of a backwoods witch to bring the child back to life.","witch, loss of loved one, pumpkin, murder, cabin, demon, based on song, poem or rhyme, evil, vengeance",DEG
3841,Air America (1990),Action|Comedy,3841.0,11856.0,"Air America was the CIA's private airline operating in Laos during the Vietnam War, running anything and everything from soldiers to foodstuffs for local villagers. After losing his pilot's license, Billy Covington is recruited, and ends up in the middle of a bunch of lunatic pilots, gun-running by his friend Gene Ryack, and opium smuggling by his own superiors.","vietnam war, central intelligence agency (cia), airplane, drug smuggling, refugee camp, pilot, laos, drugs, 1960s",IndieProd Company Productions
3843,Sleepaway Camp (1983),Horror,3843.0,13567.0,"Years after a terrible boating accident, Angela is sent to Camp Arawak where a series of bizarre and violent ""accidents"" begin to claim the lives of various campers.","summer camp, shyness, gore, murder, serial killer, slasher, pedophile, mental illness, water skiing, horror",American Eagle
3844,Steel Magnolias (1989),Drama,3844.0,10860.0,"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship and welcome her into the fold.","strong woman, southern usa, beauty, female friendship, based on play or musical, mourning, loving, sentimental, hilarious, compassionate, distressing",Rastar Productions
3845,And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956),Drama,3845.0,8420.0,"Juliette Hardy is sexual dynamite, and has the men of a French coastal town panting. But Antoine, the only man who affects her likewise, wouldn't dream of settling down with a woman his friends consider the town tramp.","lolita, adoption, saint-tropez, france",Iéna Productions
3847,"Ilsa, She Wolf of the SS (1974)",Horror,3847.0,20850.0,"Ilsa, a warden at a Nazi death camp that conducts experiments on prisoners, strives to prove that women can withstand more pain and suffering than men, and therefore should be allowed to fight on the frontlines.","rape, experiment, nazi, germany, sadism, necrophilia, ss (nazi schutzstaffel), prisoner of war, sexploitation, torture, nazisploitation (nazi exploitation film), lesbian rape, nazi germany",Aeteas Filmproduktions
3849,"Spiral Staircase, The (1946)",Thriller,3849.0,27452.0,"On a stormy night, the mute servant to an ailing matriarch is stalked by a serial killer.","based on novel or book, staircase, childhood trauma, violence against women, half-brother, stepson, mute, serial killer, killer, old dark house, gothic, spiral staircase, speech impediment, bedridden, stormy night, pair of evil eyes, physical disability, proto-slasher, speech impaired, spree killer, mute servant, traumatized woman, imperfection, horror noir, lost voice, target the handicapped",RKO Radio Pictures
3857,Bless the Child (2000),Thriller,3857.0,10391.0,"When Maggie's sister Jenna saddles her with an autistic newborn named Cody she touches Maggie's heart and becomes the daughter she has always longed for. But six years later Jenna suddenly re-enters her life and, with her mysterious new husband, Eric Stark, abducts Cody. Despite the fact that Maggie has no legal rights to Cody, FBI agent John Travis takes up her cause when he realizes that Cody shares the same birth date as several other recently murdered children.","sibling relationship, autism, satanism, substitute, demon",Munich Film Partners & Company (MFP) BTC Productions
3858,Cecil B. Demented (2000),Comedy,3858.0,14195.0,A young lunatic director and his devoted cult of cinema terrorists kidnap a Hollywood movie goddess and force her to star in their radical underground movie.,"kidnapping, baltimore, usa, satire, satanist, blindfold, perversion, terrorism, film director, cinephile",Le Studio Canal+
3859,"Eyes of Tammy Faye, The (2000)",Documentary,3859.0,15665.0,"A documentary look, mostly through the eyes of Tammy Faye Bakker Messner, at her rise and fall as a popular televangelist with husband Jim Bakker.","inspirational, comforting",Cinemax
3861,"Replacements, The (2000)",Comedy,3861.0,10393.0,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.","strike, sports, american football, coach, misfit, nfl (national football league)",Warner Bros. Pictures
3862,About Adam (2000),Comedy,3862.0,18168.0,"A waitress falls for a handsome customer who seduces her, her two sisters, her brother, and her brother's girlfriend.","virgin, infidelity, sibling relationship, waitress, brother, marriage, seduction, girlfriend, engagement, love, relationship, customer",BBC
3863,"Cell, The (2000)",Sci-Fi|Thriller,3863.0,8843.0,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,"california, schizophrenia, drowning, virtual reality, therapist, psychopath, fbi, investigation, horse, gore, surrealism, sadomasochism, serial killer, desert, mind game, subconscious",Caro-McLeod
3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi,3864.0,10643.0,An independent group of researchers called the Godzilla Prediction Network (GPN) actively track Godzilla as he makes landfall in Nemuro.  Matters are further complicated when a giant meteor is discovered in the Ibaragi Prefecture. The mysterious rock begins to levitate as it's true intentions for the world and Godzilla are revealed.,"japan, monster, flying saucer, giant monster, alien, gojira, kaiju, evil alien, godzilla",Toho Pictures
3865,"Original Kings of Comedy, The (2000)",Comedy|Documentary,3865.0,23618.0,"The house is rockin' and the laughs are rollin' as comedians Steve Harvey (The Steve Harvey Show), D.L. Hughley (The Hughleys), Cedric The Entertainer (The Steve Harvey Show) and Bernie Mac (Life) meet in this riotously comedy summit directed by Spike Lee.","concert, dark comedy, stand-up comedy, african american comedy",40 Acres and a Mule Filmworks
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,3868.0,37136.0,"When the bumbling Lieutenant Frank Drebin investigates events following the shooting of his partner, he stumbles upon an attempt to assassinate Queen Elizabeth II.","assassination, police, aquarium, baseball, parody, slapstick comedy, los angeles, california, terrorism, illegal drugs, criminal investigation, buddy cop, hypnotize, anarchic comedy, good versus evil, based on tv series, exhilarated",Paramount Pictures
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,3869.0,37137.0,"Bumbling lieutenant Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.","usa president, washington dc, usa, the white house, police, parody, slapstick comedy, spoof, los angeles, california, good versus evil, based on tv series",Paramount Pictures
3870,Our Town (1940),Drama,3870.0,23283.0,"Change comes slowly to a small New Hampshire town in the early 20th century. We see birth, life and death in this small community.","small town, new hampshire, based on play or musical, teenage girl, dream like experience, 1900s",United Artists
3871,Shane (1953),Drama|Western,3871.0,3110.0,"A weary gunfighter attempts to settle down with a homestead family, but a smouldering settler and rancher conflict forces him to act.","friendship, showdown, based on novel or book, gun, harassment, settler, fistfight, little boy, gunfight, homesteader, intimidation, homestead, cattle ranch, gunfighter, cattleman, starting over, newcomer, adult child friendship, land rights",Paramount Pictures
3872,"Suddenly, Last Summer (1959)",Drama,3872.0,14698.0,The only son of wealthy widow Violet Venable dies while on vacation with his cousin Catherine. What the girl saw was so horrible that she went insane; now Mrs. Venable wants Catherine lobotomized to cover up the truth.,"operation, spain, widow, hunger, lie, turtle, post, dysfunctional family, mental institution, memory, hospital, psychiatrist, doctor patient relationship, lobotomy, brain surgery, gay theme",Horizon Pictures
3873,Cat Ballou (1965),Comedy|Western,3873.0,11694.0,"A woman seeking revenge for her murdered father hires a famous gunman, but he's very different from what she expects.","daughter, gunslinger, wyoming, usa, based on novel or book, ranch, alcoholic, train robbery, fratricide, saved from hanging, female outlaw, singing narrator",Harold Hecht Productions
3877,Supergirl (1984),Action|Adventure|Fantasy,3877.0,9651.0,"After losing a powerful orb, Kara, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch.","magic, superhero, laser, based on comic, alternate dimension, teenage girl, gardener, occult, heroine, love potion, invisible monster, girls' school",Artistry Limited
3879,"Art of War, The (2000)",Action,3879.0,11398.0,"Neil Shaw is both agent and weapon - a critical line of defense for the Secretary General of the United Nations. He does not even officially exist. As an international security expert, he must uncover an international plot in which ruthless terrorists threatened to bring down the United Nations on the eve of an historic summit with China. A mysterious chain of events leads to the murder of the Chinese U.N. Ambassador, and the terrorists frame Neil Shaw, the one man they believe can stop them. Accused of the crime, Shaw goes underground — in effect, vanishing from his own life — as he tries to stop what could become World War III.","new york city, martial arts, assassination, ambassador, china, spy, fbi, interpreter, chinese woman, secret agent, covert operation, conspiracy, hong kong, one man army, united nations, summit, terrorist plot, undercover operation, framed for murder, diplomacy, vietnamese refugees, action hero, chinese triad, absurd, u.n. secretary general, trade agreement, business mogul",Amen Ra Films
3882,Bring It On (2000),Comedy,3882.0,1588.0,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain Torrance, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.","high school, florida, sports, routine, affectation, cheerleader, plagiarism, rivalry, high school sports, cheerleading, teen movie, teenage girl, cynical, audition, cheering crowd, choreography, championship, duringcreditsstinger, provocative, reminiscent, admiring, amused, mean spirited, melodramatic",Universal Pictures
3888,Skipped Parts (2000),Drama|Romance,3888.0,41282.0,A woman and her son must leave a small South Carolina town because of her wild behavior.,"high school, governor, wyoming, usa, coming of age, teenage pregnancy, woman director, 1960s, mother son relationship",Skipped Parts Productions
3889,Highlander: Endgame (2000),Action|Adventure|Fantasy,3889.0,12211.0,"Immortals Connor and Duncan Macleod join forces against a man from Connor's distant past in the highlands of Scotland, Kell, an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins. No immortal alive has been able to defeat Kell yet, and neither Connor nor Duncan are skilled enough themselves to take him on and live. The two of them eventually come to one inevitable conclusion; one of them must die so that the combined power of both the Highlanders can bring down Kell for good. There can be only one... the question is, who will it be?","new york city, martial arts, immortality, loss of loved one, secret society, antiquary, loss of powers, sword fight, fictional war, dark fantasy, warrior, action hero, sword and sorcery, supernatural power, good versus evil",Davis-Panzer Productions
3893,Nurse Betty (2000),Comedy|Thriller,3893.0,10480.0,"What happens when a person decides that life is merely a state of mind? If you're Betty, a small-town waitress and soap opera fan from Fair Oaks, Kansas, you refuse to believe that you can't be with the love of your life just because he doesn't really exist. After all, life is no excuse for not living. Traumatized by a savage event, Betty enters into a fugue state that allows -- even encourages -- her to keep functioning... in a kind of alternate reality.","bartender, native american, writer, used car dealer, nurse uniform, tv production, heart specialist, anxious, fugue state, hilarious",IMF
3894,Solas (1999),Drama,3894.0,80713.0,"Maria, whose parents live in the country, cannot stand her father's authoritarian ways and moves to the city. She finds a job as a cleaner and tries to survive in a wretched apartment in the shabby part of a big city. She is pregnant, and the fact that her boyfriend has abandoned her does not help matters. When her father goes to the hospital for an operation, her mother comes to stay with her. Her neighbor, an old recluse whose only friend is his dog, begins to come out of his shell and these three lost souls try to give each other the strength to start over.","friends, neighbor, hospital, dog, womanhood, thinness, christmas lights, rocking chair, seville, spain",Vía Digital
